,Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014","Mortality Rate, 1981*","Mortality Rate, 1982*","Mortality Rate, 1983*","Mortality Rate, 1984*","Mortality Rate, 1986*","Mortality Rate, 1987*","Mortality Rate, 1988*","Mortality Rate, 1989*","Mortality Rate, 1991*","Mortality Rate, 1992*","Mortality Rate, 1993*","Mortality Rate, 1994*","Mortality Rate, 1996*","Mortality Rate, 1997*","Mortality Rate, 1998*","Mortality Rate, 1999*","Mortality Rate, 2001*","Mortality Rate, 2002*","Mortality Rate, 2003*","Mortality Rate, 2004*","Mortality Rate, 2006*","Mortality Rate, 2007*","Mortality Rate, 2008*","Mortality Rate, 2009*","Mortality Rate, 2011*","Mortality Rate, 2012*","Mortality Rate, 2013*"
2818,"Yoakum County, Texas",48501.0,447.08,416.02,377.65,359.49,333.81,290.8,257.84,243.03,"-45.64 (-52.13, -37.92)",440.868,434.656,428.44399999999996,422.232,408.346,400.67199999999997,392.998,385.324,374.01800000000003,370.38599999999997,366.754,363.12200000000007,354.35400000000004,349.21799999999996,344.082,338.946,325.208,316.606,308.004,299.40200000000004,284.208,277.616,271.024,264.432,254.878,251.916,248.95399999999998
2819,"Young County, Texas",48503.0,453.87,444.16,412.82,402.48,389.95,343.8,314.79,322.87,"-28.86 (-35.01, -21.93)",451.928,449.986,448.044,446.10200000000003,437.89200000000005,431.624,425.356,419.088,410.75200000000007,408.68399999999997,406.616,404.54800000000006,399.97400000000005,397.468,394.962,392.456,380.72,371.49,362.26,353.03000000000003,337.99800000000005,332.196,326.394,320.59200000000004,316.406,318.022,319.63800000000003
2820,"Zapata County, Texas",48505.0,396.34,368.31,331.76,320.78,306.25,278.66,250.13,267.04,"-32.62 (-40.36, -23.41)",390.73400000000004,385.128,379.522,373.91600000000005,361.0,353.69,346.38,339.07000000000005,329.564,327.36799999999994,325.172,322.976,317.87399999999997,314.96799999999996,312.062,309.156,300.732,295.214,289.696,284.178,272.954,267.248,261.54200000000003,255.836,253.51200000000003,256.894,260.276
2821,"Zavala County, Texas",48507.0,454.09,425.83,377.6,369.37,359.45,299.61,273.03,285.92,"-37.03 (-43.26, -29.68)",448.438,442.78599999999994,437.134,431.48199999999997,416.18399999999997,406.538,396.892,387.24600000000004,375.95400000000006,374.308,372.66200000000003,371.0160000000001,367.386,365.402,363.418,361.434,347.482,335.514,323.546,311.57800000000003,294.294,288.97799999999995,283.662,278.346,275.608,278.186,280.764
2822,Utah,49.0,400.05,373.51,323.81,305.5,287.36,250.67,225.28,228.5,"-42.88 (-44.35, -41.28)",394.742,389.43399999999997,384.126,378.818,363.57,353.63,343.69,333.75,320.148,316.486,312.82399999999996,309.16200000000003,301.872,298.244,294.616,290.98800000000006,280.02200000000005,272.68399999999997,265.346,258.00800000000004,245.592,240.514,235.436,230.358,225.92400000000004,226.568,227.212
2823,"Beaver County, Utah",49001.0,425.39,406.52,373.77,366.56,357.68,348.11,291.94,292.47,"-31.24 (-39.33, -22.14)",421.616,417.842,414.068,410.294,399.97,393.41999999999996,386.87,380.32000000000005,372.32800000000003,370.88599999999997,369.444,368.002,364.784,363.00800000000004,361.23199999999997,359.456,355.766,353.852,351.938,350.024,336.876,325.64200000000005,314.408,303.17400000000004,292.04600000000005,292.152,292.25800000000004
2824,"Box Elder County, Utah",49003.0,399.97,384.02,343.16,339.4,323.03,286.96,253.85,252.45,"-36.88 (-41.93, -31.05)",396.7800000000001,393.59000000000003,390.4,387.21000000000004,375.848,367.676,359.504,351.332,342.408,341.656,340.904,340.152,336.126,332.852,329.578,326.304,315.816,308.602,301.388,294.174,280.33799999999997,273.716,267.094,260.472,253.57000000000002,253.29000000000002,253.01
2825,"Cache County, Utah",49005.0,344.68,323.25,282.68,272.77,258.12,220.08,196.68,190.07,"-44.85 (-49.41, -39.63)",340.394,336.108,331.822,327.53600000000006,315.136,307.022,298.908,290.794,280.698,278.716,276.734,274.752,269.84000000000003,266.90999999999997,263.98,261.05,250.512,242.904,235.296,227.68800000000002,215.40000000000003,210.72000000000003,206.04000000000002,201.36,195.35800000000003,194.036,192.714
2826,"Carbon County, Utah",49007.0,413.6,391.11,361.96,367.04,358.11,324.41,306.0,318.74,"-22.94 (-30.33, -14.38)",409.1020000000001,404.60400000000004,400.106,395.60800000000006,385.28000000000003,379.45,373.62,367.78999999999996,362.976,363.99199999999996,365.00800000000004,366.024,365.254,363.468,361.682,359.896,351.37,344.63,337.89,331.15000000000003,320.728,317.04600000000005,313.36400000000003,309.682,308.548,311.096,313.644
2827,"Daggett County, Utah",49009.0,320.01,304.27,261.44,256.4,244.72,176.08,137.28,155.58,"-51.38 (-58.37, -43.13)",316.86199999999997,313.714,310.566,307.418,295.704,287.138,278.572,270.00600000000003,260.432,259.424,258.416,257.408,254.06400000000002,251.72799999999998,249.392,247.056,230.99200000000002,217.264,203.536,189.808,168.32,160.56,152.8,145.04000000000002,140.94000000000003,144.6,148.26
2828,"Davis County, Utah",49011.0,396.38,366.59,325.14,308.16,290.78,257.57,224.37,227.25,"-42.67 (-46.24, -38.77)",390.422,384.46399999999994,378.506,372.548,358.3,350.01,341.71999999999997,333.43,321.744,318.34799999999996,314.952,311.55600000000004,304.684,301.208,297.73199999999997,294.256,284.138,277.496,270.854,264.212,250.93,244.29000000000002,237.64999999999998,231.01000000000002,224.94600000000003,225.522,226.098
2829,"Duchesne County, Utah",49013.0,483.11,436.34,387.23,368.73,343.53,295.81,260.35,257.66,"-46.67 (-52.17, -40.27)",473.7560000000001,464.402,455.048,445.694,426.51800000000003,416.696,406.874,397.052,383.5300000000001,379.83000000000004,376.13,372.43000000000006,363.69000000000005,358.65,353.61,348.57000000000005,333.986,324.442,314.898,305.35400000000004,288.718,281.626,274.534,267.442,259.812,259.274,258.736
2830,"Emery County, Utah",49015.0,419.76,394.49,358.85,351.07,332.1,301.79,256.92,262.17,"-37.54 (-44.02, -30.19)",414.706,409.65200000000004,404.59799999999996,399.54400000000004,387.3620000000001,380.23400000000004,373.106,365.97800000000007,357.29400000000004,355.738,354.182,352.626,347.276,343.48199999999997,339.688,335.894,326.038,319.976,313.914,307.85200000000003,292.81600000000003,283.84200000000004,274.86800000000005,265.894,257.97,259.02000000000004,260.07
2831,"Garfield County, Utah",49017.0,427.95,402.54,360.18,340.77,316.49,265.81,239.66,231.03,"-46.01 (-52.37, -38.93)",422.86800000000005,417.786,412.704,407.62200000000007,394.06800000000004,385.596,377.124,368.65200000000004,356.298,352.416,348.534,344.652,335.914,331.058,326.202,321.346,306.35400000000004,296.218,286.082,275.946,260.58000000000004,255.35,250.12,244.89000000000001,237.93400000000003,236.208,234.482
2832,"Grand County, Utah",49019.0,403.58,371.78,327.94,311.18,288.73,248.58,222.59,219.62,"-45.58 (-51.57, -39.25)",397.22,390.85999999999996,384.5,378.14,363.012,354.244,345.476,336.708,324.588,321.236,317.884,314.53200000000004,306.69000000000005,302.20000000000005,297.71000000000004,293.22,280.70000000000005,272.67,264.64,256.61,243.38200000000003,238.184,232.98600000000002,227.788,221.996,221.40200000000002,220.808
2833,"Iron County, Utah",49021.0,377.94,359.65,329.05,323.57,303.86,271.0,246.93,248.59,"-34.22 (-40.51, -27.13)",374.28200000000004,370.62399999999997,366.966,363.308,353.53,347.40999999999997,341.28999999999996,335.17,327.954,326.858,325.762,324.666,319.628,315.68600000000004,311.744,307.802,297.288,290.716,284.144,277.572,266.18600000000004,261.372,256.558,251.74400000000003,247.262,247.594,247.926
2834,"Juab County, Utah",49023.0,409.08,389.32,358.77,352.98,334.76,304.43,272.1,278.87,"-31.83 (-39.73, -22.30)",405.12800000000004,401.176,397.224,393.27200000000005,383.21000000000004,377.1,370.99,364.88,357.612,356.45399999999995,355.29600000000005,354.13800000000003,349.336,345.692,342.048,338.404,328.694,322.628,316.562,310.496,297.964,291.498,285.03200000000004,278.56600000000003,273.45400000000006,274.808,276.16200000000003
2835,"Kane County, Utah",49025.0,386.2,364.63,332.59,317.12,297.72,265.38,238.8,252.09,"-34.72 (-42.02, -25.85)",381.886,377.572,373.25800000000004,368.944,358.222,351.81399999999996,345.40599999999995,338.998,329.496,326.402,323.308,320.21400000000006,313.24,309.36,305.48,301.6,291.25200000000007,284.784,278.31600000000003,271.848,260.064,254.748,249.43200000000002,244.116,241.45800000000003,244.116,246.774
2836,"Millard County, Utah",49027.0,390.02,354.93,329.16,319.97,303.49,278.14,240.23,249.26,"-36.09 (-42.94, -28.77)",383.002,375.984,368.966,361.94800000000004,349.776,344.622,339.468,334.314,327.32200000000006,325.48400000000004,323.646,321.80800000000005,316.67400000000004,313.37800000000004,310.082,306.78600000000006,298.42,293.35,288.28,283.21000000000004,270.558,262.976,255.39399999999998,247.812,242.036,243.84199999999998,245.64799999999997
2837,"Morgan County, Utah",49029.0,432.46,396.77,348.1,325.87,298.91,245.51,208.8,200.71,"-53.59 (-59.71, -47.08)",425.322,418.18399999999997,411.046,403.908,387.036,377.302,367.568,357.834,343.654,339.208,334.762,330.31600000000003,320.47800000000007,315.086,309.694,304.302,288.23,277.55,266.87,256.19000000000005,238.168,230.826,223.484,216.14200000000002,207.18200000000002,205.56400000000002,203.94600000000003
2838,"Piute County, Utah",49031.0,458.73,420.46,368.82,366.7,364.18,313.43,264.01,275.42,"-39.96 (-48.49, -29.47)",451.076,443.422,435.76800000000003,428.11400000000003,410.132,399.804,389.476,379.14799999999997,368.39599999999996,367.972,367.548,367.124,366.196,365.692,365.188,364.68399999999997,354.03,343.88,333.73,323.58000000000004,303.54600000000005,293.662,283.778,273.894,266.29200000000003,268.57399999999996,270.856
2839,"Rich County, Utah",49033.0,370.46,333.44,289.14,280.49,262.7,220.03,183.98,186.91,"-49.55 (-56.41, -42.24)",363.056,355.652,348.248,340.844,324.58000000000004,315.72,306.86,298.0,287.41,285.68,283.95000000000005,282.22,276.932,273.374,269.816,266.258,254.166,245.63199999999998,237.098,228.564,212.82,205.61,198.39999999999998,191.19,184.566,185.152,185.738
2840,"Salt Lake County, Utah",49035.0,406.62,373.15,317.63,295.06,280.29,244.42,227.04,232.47,"-42.83 (-45.29, -40.00)",399.92600000000004,393.23199999999997,386.538,379.844,362.046,350.942,339.83799999999997,328.73400000000004,313.116,308.602,304.088,299.574,292.106,289.15200000000004,286.198,283.244,273.11600000000004,265.942,258.76800000000003,251.594,240.94400000000002,237.468,233.992,230.51600000000002,228.126,229.212,230.298
2841,"San Juan County, Utah",49037.0,340.56,326.5,296.16,269.36,245.23,203.92,177.41,175.45,"-48.48 (-53.40, -43.32)",337.74800000000005,334.936,332.124,329.312,320.432,314.36400000000003,308.296,302.228,290.8,285.44,280.08000000000004,274.72,264.53400000000005,259.708,254.882,250.056,236.968,228.70599999999996,220.444,212.182,198.618,193.31599999999997,188.014,182.712,177.018,176.62599999999998,176.23399999999998
2842,"Sanpete County, Utah",49039.0,422.0,399.11,358.77,350.23,333.19,289.13,252.66,254.35,"-39.73 (-45.71, -33.62)",417.422,412.844,408.266,403.688,391.04200000000003,382.97400000000005,374.90599999999995,366.838,357.062,355.354,353.646,351.93800000000005,346.822,343.414,340.006,336.598,324.37800000000004,315.566,306.754,297.942,281.836,274.542,267.248,259.954,252.99800000000002,253.336,253.67399999999998
2843,"Sevier County, Utah",49041.0,413.85,399.58,364.13,358.39,341.17,309.06,283.96,285.45,"-31.02 (-38.05, -24.03)",410.99600000000004,408.142,405.288,402.43399999999997,392.49,385.4,378.30999999999995,371.22,362.982,361.83399999999995,360.68600000000004,359.538,354.946,351.502,348.058,344.61400000000003,334.74800000000005,328.326,321.904,315.482,304.04,299.02,294.0,288.98,284.25800000000004,284.556,284.854
2844,"Summit County, Utah",49043.0,403.6,361.47,311.21,292.29,272.61,238.33,203.3,196.17,"-51.39 (-56.56, -46.26)",395.1740000000001,386.74800000000005,378.322,369.8960000000001,351.41800000000006,341.366,331.31399999999996,321.262,307.426,303.642,299.858,296.074,288.35400000000004,284.418,280.482,276.54600000000005,265.754,258.898,252.042,245.18600000000004,231.324,224.31799999999998,217.312,210.306,201.87400000000002,200.448,199.022
2845,"Tooele County, Utah",49045.0,429.3,410.78,364.96,342.18,310.44,264.52,235.21,235.84,"-45.06 (-49.65, -40.15)",425.59600000000006,421.892,418.188,414.48400000000004,401.61600000000004,392.452,383.288,374.124,360.404,355.84799999999996,351.29200000000003,346.73600000000005,335.83200000000005,329.484,323.13599999999997,316.788,301.256,292.072,282.888,273.704,258.658,252.796,246.934,241.072,235.336,235.46200000000002,235.588
2846,"Uintah County, Utah",49047.0,409.53,374.39,338.19,318.78,298.03,253.96,227.91,226.52,"-44.69 (-50.06, -38.75)",402.502,395.47399999999993,388.446,381.418,367.15,359.90999999999997,352.66999999999996,345.43,334.308,330.426,326.544,322.66200000000003,314.63,310.47999999999996,306.33,302.17999999999995,289.216,280.402,271.58799999999997,262.774,248.75,243.54000000000002,238.32999999999998,233.12,227.632,227.35399999999998,227.07600000000002
2847,"Utah County, Utah",49049.0,392.38,377.94,326.25,317.14,295.6,261.95,227.32,237.41,"-39.50 (-43.25, -35.47)",389.492,386.60400000000004,383.716,380.82800000000003,367.60200000000003,357.264,346.92600000000004,336.588,324.428,322.606,320.784,318.962,312.832,308.524,304.216,299.908,288.87,282.14,275.40999999999997,268.68,255.024,248.09799999999998,241.172,234.24599999999998,229.338,231.356,233.374
2848,"Wasatch County, Utah",49051.0,471.52,425.3,367.76,351.91,323.83,291.0,229.57,224.95,"-52.29 (-57.75, -46.19)",462.276,453.032,443.788,434.544,413.79200000000003,402.284,390.77599999999995,379.26800000000003,364.59000000000003,361.41999999999996,358.25,355.08000000000004,346.29400000000004,340.678,335.062,329.446,317.264,310.698,304.132,297.56600000000003,278.714,266.428,254.142,241.856,228.64600000000002,227.72199999999998,226.798
2849,"Washington County, Utah",49053.0,326.41,301.96,266.37,247.52,228.34,194.2,176.09,174.13,"-46.65 (-50.75, -41.94)",321.52000000000004,316.63,311.74,306.85,294.842,287.724,280.606,273.488,262.6,258.83000000000004,255.06,251.29000000000002,243.68400000000003,239.848,236.012,232.17600000000004,221.51200000000003,214.684,207.856,201.02800000000002,190.57800000000003,186.956,183.334,179.71200000000002,175.698,175.30599999999998,174.914
2850,"Wayne County, Utah",49055.0,403.51,384.9,347.02,337.99,315.47,281.92,256.93,253.86,"-37.09 (-45.57, -28.03)",399.788,396.06600000000003,392.34399999999994,388.622,377.324,369.74799999999993,362.172,354.596,345.214,343.408,341.602,339.796,333.486,328.982,324.478,319.97400000000005,308.76000000000005,302.05,295.34000000000003,288.63000000000005,276.922,271.92400000000004,266.926,261.928,256.31600000000003,255.702,255.08800000000002
2851,"Weber County, Utah",49057.0,408.32,396.74,347.37,328.39,307.33,269.6,241.19,245.65,"-39.84 (-43.70, -35.40)",406.004,403.688,401.37199999999996,399.05600000000004,386.86600000000004,376.99199999999996,367.11800000000005,357.244,343.574,339.778,335.98199999999997,332.186,324.178,319.966,315.754,311.54200000000003,299.784,292.238,284.692,277.146,263.918,258.236,252.55400000000003,246.872,242.082,242.974,243.86599999999999
2852,Vermont,50.0,472.06,432.4,369.27,345.81,308.75,257.37,220.6,217.4,"-53.95 (-55.47, -52.60)",464.12800000000004,456.196,448.264,440.332,419.774,407.148,394.522,381.896,364.578,359.88599999999997,355.19399999999996,350.502,338.398,330.986,323.574,316.16200000000003,298.474,288.198,277.922,267.646,250.01600000000002,242.662,235.308,227.954,219.96000000000004,219.32,218.68
2853,"Addison County, Vermont",50001.0,466.91,415.92,352.13,329.15,290.95,240.47,208.6,207.08,"-55.65 (-59.32, -51.20)",456.71200000000005,446.514,436.31600000000003,426.11800000000005,403.16200000000003,390.404,377.646,364.88800000000003,347.534,342.938,338.342,333.746,321.51,313.87,306.23,298.59,280.854,270.758,260.662,250.566,234.096,227.72199999999998,221.348,214.974,208.296,207.99200000000002,207.688
2854,"Bennington County, Vermont",50003.0,416.05,389.9,341.64,326.52,296.62,253.24,217.13,219.15,"-47.33 (-51.44, -42.88)",410.82000000000005,405.59000000000003,400.36,395.13,380.24800000000005,370.596,360.94399999999996,351.29200000000003,338.616,335.592,332.568,329.544,320.54,314.56,308.58000000000004,302.6,287.944,279.26800000000003,270.592,261.916,246.01800000000003,238.796,231.574,224.352,217.53400000000002,217.938,218.342
2855,"Caledonia County, Vermont",50005.0,450.8,421.37,355.38,340.45,306.86,257.94,227.46,222.92,"-50.55 (-55.03, -46.19)",444.91400000000004,439.028,433.14200000000005,427.25600000000003,408.172,394.97400000000005,381.77599999999995,368.57800000000003,352.394,349.408,346.422,343.43600000000004,333.732,327.014,320.29600000000005,313.57800000000003,297.076,287.29200000000003,277.508,267.724,251.844,245.748,239.652,233.556,226.55200000000002,225.644,224.736
2856,"Chittenden County, Vermont",50007.0,498.3,437.9,356.79,326.63,295.24,233.25,196.05,188.21,"-62.23 (-64.84, -59.47)",486.22,474.14,462.05999999999995,449.98,421.678,405.45599999999996,389.23400000000004,373.012,350.75800000000004,344.726,338.69399999999996,332.66200000000003,320.35200000000003,314.07399999999996,307.79600000000005,301.51800000000003,282.842,270.444,258.046,245.64800000000002,225.81000000000003,218.37,210.93,203.49000000000004,194.48200000000003,192.914,191.346
2857,"Essex County, Vermont",50009.0,457.0,415.76,357.46,326.72,286.37,241.45,206.14,197.3,"-56.83 (-62.23, -51.14)",448.752,440.504,432.256,424.00800000000004,404.1,392.44,380.78,369.12,351.312,345.164,339.016,332.86800000000005,318.65000000000003,310.58000000000004,302.51,294.44,277.386,268.402,259.418,250.434,234.388,227.32599999999996,220.26399999999998,213.202,204.372,202.60399999999998,200.836
2858,"Franklin County, Vermont",50011.0,539.73,497.65,430.58,401.35,351.8,291.58,246.55,239.11,"-55.70 (-59.56, -51.73)",531.3140000000001,522.898,514.482,506.06600000000003,484.236,470.822,457.40799999999996,443.994,424.73400000000004,418.888,413.04200000000003,407.196,391.44000000000005,381.53,371.62,361.71000000000004,339.756,327.712,315.668,303.624,282.574,273.568,264.562,255.556,245.062,243.574,242.086
2859,"Grand Isle County, Vermont",50013.0,557.05,501.24,422.73,385.04,340.54,266.37,237.29,224.98,"-59.61 (-65.02, -53.05)",545.888,534.726,523.564,512.402,485.538,469.836,454.134,438.432,415.192,407.654,400.116,392.57800000000003,376.14000000000004,367.24,358.34000000000003,349.44000000000005,325.706,310.872,296.038,281.204,260.554,254.738,248.922,243.106,234.828,232.36599999999999,229.904
2860,"Lamoille County, Vermont",50015.0,432.31,404.66,352.71,330.4,301.32,253.96,216.51,215.62,"-50.12 (-54.79, -45.01)",426.78000000000003,421.25,415.72,410.19000000000005,394.2700000000001,383.88,373.49,363.1,348.248,343.78599999999994,339.32399999999996,334.86199999999997,324.584,318.768,312.952,307.136,291.848,282.376,272.904,263.432,246.47,238.98000000000002,231.48999999999998,224.0,216.332,216.154,215.976
2861,"Orange County, Vermont",50017.0,449.06,409.25,361.02,342.18,310.91,269.25,234.02,234.31,"-47.82 (-52.48, -42.58)",441.09800000000007,433.13599999999997,425.174,417.21200000000005,399.60400000000004,389.95799999999997,380.312,370.666,357.25199999999995,353.48400000000004,349.716,345.94800000000004,335.92600000000004,329.672,323.418,317.16400000000004,302.57800000000003,294.24600000000004,285.914,277.582,262.204,255.158,248.11200000000002,241.066,234.078,234.13600000000002,234.194
2862,"Orleans County, Vermont",50019.0,443.51,416.24,365.03,339.79,310.87,268.53,232.05,235.37,"-46.93 (-51.73, -41.34)",438.056,432.602,427.148,421.694,405.99800000000005,395.756,385.514,375.272,359.982,354.93399999999997,349.88599999999997,344.8380000000001,334.0060000000001,328.222,322.438,316.65400000000005,302.40200000000004,293.93399999999997,285.466,276.998,261.234,253.938,246.642,239.346,232.71400000000003,233.378,234.04200000000003
2863,"Rutland County, Vermont",50021.0,562.85,513.26,442.03,409.95,361.21,302.16,255.98,254.74,"-54.74 (-58.02, -51.34)",552.932,543.014,533.096,523.178,499.014,484.768,470.52199999999993,456.276,435.61400000000003,429.198,422.782,416.36600000000004,400.20200000000006,390.45399999999995,380.706,370.958,349.40000000000003,337.59,325.78000000000003,313.97,292.92400000000004,283.688,274.452,265.216,255.732,255.484,255.236
2864,"Washington County, Vermont",50023.0,450.53,428.71,362.76,348.83,308.13,258.08,227.15,222.7,"-50.57 (-54.53, -46.36)",446.166,441.802,437.438,433.074,415.52000000000004,402.33000000000004,389.14,375.95000000000005,359.97400000000005,357.188,354.402,351.61600000000004,340.69000000000005,332.54999999999995,324.40999999999997,316.27000000000004,298.12,288.11,278.1,268.09000000000003,251.894,245.708,239.522,233.336,226.26000000000002,225.37,224.48
2865,"Windham County, Vermont",50025.0,418.75,384.66,337.37,319.66,295.89,246.49,214.01,214.84,"-48.70 (-52.72, -44.25)",411.932,405.11400000000003,398.296,391.47800000000007,375.20200000000006,365.744,356.28600000000006,346.82800000000003,333.82800000000003,330.286,326.744,323.20200000000006,314.90600000000006,310.15200000000004,305.398,300.644,286.01,276.13,266.25,256.37,239.994,233.498,227.00199999999998,220.506,214.176,214.34199999999998,214.50799999999998
2866,"Windsor County, Vermont",50027.0,428.8,400.15,346.34,324.17,279.58,245.47,211.35,211.86,"-50.59 (-54.12, -46.76)",423.07000000000005,417.34,411.61,405.88,389.38800000000003,378.626,367.864,357.102,341.906,337.472,333.038,328.60400000000004,315.252,306.334,297.416,288.498,272.758,265.936,259.114,252.292,238.64600000000002,231.822,224.998,218.174,211.45200000000003,211.554,211.656
2867,Virginia,51.0,518.27,470.87,406.8,379.11,343.14,288.62,248.18,240.84,"-53.53 (-54.32, -52.75)",508.78999999999996,499.31,489.83,480.35,458.05600000000004,445.242,432.428,419.61400000000003,401.26200000000006,395.724,390.18600000000004,384.648,371.916,364.722,357.528,350.334,332.236,321.332,310.428,299.524,280.53200000000004,272.444,264.356,256.26800000000003,246.71200000000002,245.244,243.776
2868,"Accomack County, Virginia",51001.0,544.0,498.71,426.67,396.12,358.96,314.47,275.52,272.88,"-49.84 (-53.55, -45.74)",534.942,525.884,516.826,507.76800000000003,484.302,469.894,455.486,441.07800000000003,420.56,414.45000000000005,408.34000000000003,402.23,388.688,381.256,373.82399999999996,366.392,350.062,341.164,332.266,323.36800000000005,306.68,298.89,291.1,283.31,274.992,274.464,273.936
2869,"Albemarle County, Virginia",51003.0,490.11,431.2,359.15,329.51,298.31,234.52,198.86,188.34,"-61.57 (-64.05, -58.73)",478.32800000000003,466.546,454.764,442.982,416.79,402.38,387.97,373.56,353.222,347.294,341.366,335.438,323.27,317.03,310.78999999999996,304.55,285.552,272.794,260.036,247.27800000000002,227.38800000000003,220.256,213.12400000000002,205.99200000000002,196.75600000000003,194.652,192.548
2870,"Alexandria City, Virginia",51510.0,471.17,415.8,354.96,322.19,289.87,236.04,208.97,198.46,"-57.88 (-60.71, -54.72)",460.09600000000006,449.02200000000005,437.948,426.874,403.63200000000006,391.464,379.296,367.12800000000004,348.406,341.852,335.298,328.744,315.726,309.262,302.798,296.334,279.10400000000004,268.33799999999997,257.572,246.80599999999998,230.626,225.212,219.798,214.38400000000001,206.86800000000002,204.76600000000002,202.664
2871,"Alleghany County, Virginia",51005.0,610.76,579.53,511.36,485.35,441.84,387.66,332.56,328.0,"-46.30 (-51.04, -41.04)",604.514,598.268,592.0219999999999,585.7760000000001,565.8960000000001,552.262,538.6279999999999,524.994,506.158,500.956,495.754,490.552,476.648,467.94599999999997,459.244,450.542,431.004,420.168,409.332,398.49600000000004,376.64000000000004,365.62,354.6,343.58000000000004,331.648,330.736,329.82399999999996
2872,"Amelia County, Virginia",51007.0,563.92,516.89,448.86,427.08,393.96,336.48,277.92,278.56,"-50.60 (-55.42, -44.73)",554.514,545.108,535.702,526.296,503.284,489.678,476.072,462.466,444.504,440.14799999999997,435.79200000000003,431.436,420.456,413.832,407.20799999999997,400.584,382.464,370.96799999999996,359.472,347.976,324.76800000000003,313.05600000000004,301.34400000000005,289.632,278.048,278.17600000000004,278.304
2873,"Amherst County, Virginia",51009.0,535.98,490.59,429.42,398.0,362.18,303.9,265.03,256.36,"-52.17 (-55.86, -47.83)",526.902,517.8240000000001,508.746,499.668,478.356,466.122,453.888,441.65400000000005,423.1360000000001,416.852,410.568,404.28400000000005,390.836,383.672,376.50800000000004,369.34400000000005,350.524,338.868,327.212,315.55600000000004,296.126,288.352,280.578,272.804,263.296,261.562,259.828
